date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,view_0,view_1,view_2,view_3,view_4,condition_1,condition_2,condition_3,condition_4,condition_5,age_of_house
2015,13.403775836842515,1.7320508075688772,2.5,8.177515823846075,9.189729418072059,1.0,2.0794415416798357,7.528331766707247,41.23105625617661,1965,0,98007,7.700747794511798,1,0,0,0,0,0,0,1,0,0,50
2014,13.056223574899784,1.4142135623730951,1.0,7.05617528410041,8.699514748210191,1.0,1.9459101490553132,6.756932389247553,17.320508075688775,1942,0,98115,7.1929342212158,1,0,0,0,0,0,0,0,1,0,72
2014,12.644327576461329,1.7320508075688772,1.0,7.265429723253953,9.898525260706313,1.5,1.9459101490553132,7.265429723253953,0.0,1927,0,98028,7.484368643286131,1,0,0,0,0,0,0,0,1,0,87
2014,12.89921982609012,1.7320508075688772,1.75,7.222566018822171,9.177817180270623,1.0,1.9459101490553132,7.222566018822171,0.0,1977,0,98074,7.222566018822171,1,0,0,0,0,0,0,0,1,0,37
2015,13.180632285528304,2.23606797749979,2.0,7.501082124259871,8.48673398393153,1.5,1.9459101490553132,7.501082124259871,0.0,1900,0,98107,7.215239978730097,1,0,0,0,0,0,0,1,0,0,115
2015,13.38472764187182,2.0,3.0,7.989560449333865,8.517193191416238,2.0,2.1972245773362196,7.590852123688581,31.144823004794873,1979,0,98126,7.668561108015897,0,0,0,1,0,0,0,1,0,0,36
2014,12.886641043883259,1.7320508075688772,2.0,7.5443321080536885,9.549665677579801,2.0,1.9459101490553132,7.5443321080536885,0.0,1994,0,98019,7.5443321080536885,1,0,0,0,0,0,0,1,0,0,20
2014,13.091904169919621,2.0,1.0,7.3777589082278725,8.366370301681654,1.5,1.9459101490553132,7.3777589082278725,0.0,1916,0,98103,7.383989457978509,1,0,0,0,0,0,0,0,1,0,98
2014,12.14950229404178,1.4142135623730951,1.0,7.090076835776092,9.195226734166134,1.0,1.9459101490553132,7.090076835776092,0.0,1921,0,98002,6.966024187106113,1,0,0,0,0,0,0,0,1,0,93
2015,12.345834587905333,1.7320508075688772,1.0,7.1308988302963465,9.1874810778301,1.0,1.9459101490553132,7.1308988302963465,0.0,1969,0,98003,7.154615356913663,1,0,0,0,0,0,0,0,1,0,46
2014,12.86099861326992,2.0,1.75,7.3901814282264295,8.513185170018698,1.0,1.9459101490553132,6.756932389247553,27.568097504180443,1947,0,98133,7.24422751560335,1,0,0,0,0,0,0,0,1,0,67
2014,14.508657738524219,1.7320508075688772,2.75,8.022896869601457,10.711457836917562,1.0,2.1972245773362196,7.753623546559746,26.832815729997478,1968,0,98040,8.32117830749028,0,0,0,0,1,0,0,1,0,0,46
2014,12.560244459250788,2.23606797749979,2.5,7.727535110475448,8.748304912379623,2.0,2.0794415416798357,7.727535110475448,0.0,1995,0,98092,7.7142311448490855,1,0,0,0,0,0,0,1,0,0,19
2014,12.439958293376286,1.4142135623730951,1.5,6.975413927455952,9.173987542510384,1.0,1.9459101490553132,6.975413927455952,0.0,1985,0,98030,7.106606137727303,1,0,0,0,0,0,0,1,0,0,29
2014,12.70381302974751,1.7320508075688772,2.25,7.803843303538772,8.779557455883728,2.0,2.0794415416798357,7.803843303538772,0.0,1985,0,98030,7.696212639346407,1,0,0,0,0,0,0,0,1,0,29
2014,12.358793732547838,1.7320508075688772,2.0,7.444248649496705,8.454679286026995,1.5,1.791759469228055,7.444248649496705,0.0,1941,0,98002,6.937314081223682,1,0,0,0,0,0,0,0,0,1,73
2014,13.750438561220559,1.7320508075688772,1.75,7.803843303538772,7.897668150726906,2.0,2.0794415416798357,7.4673710669175595,26.457513110645905,1915,0,98119,7.473069088032197,1,0,0,0,0,0,0,1,0,0,99
2014,13.410545324897761,1.7320508075688772,1.0,7.24422751560335,7.365812837209472,1.5,2.0794415416798357,7.24422751560335,0.0,1909,0,98112,7.528331766707247,1,0,0,0,0,0,0,0,0,1,105
2014,12.989974189358584,1.7320508075688772,1.75,7.326465613840322,8.760923376338836,1.0,1.9459101490553132,6.672032945461067,27.018512172212592,1948,0,98115,7.326465613840322,1,0,0,0,0,0,0,1,0,0,66
2015,13.485616636703183,2.0,2.5,7.851661177889265,8.878079256126435,2.0,2.0794415416798357,7.851661177889265,0.0,2005,0,98052,7.874739125171811,1,0,0,0,0,0,0,1,0,0,10
2014,13.271645080120082,1.7320508075688772,2.5,7.749322464660356,8.289037098278483,2.0,2.0794415416798357,7.749322464660356,0.0,2003,0,98027,7.855544677915663,1,0,0,0,0,0,0,1,0,0,11
2014,12.542544882151386,1.4142135623730951,1.5,7.081708586105575,7.142827401161621,3.0,1.9459101490553132,7.081708586105575,0.0,2005,0,98133,7.237059026124737,1,0,0,0,0,0,0,1,0,0,9
2014,13.440817108522863,2.0,1.75,7.753623546559746,8.517193191416238,1.5,1.9459101490553132,7.31986492980897,28.635642126552707,1929,0,98117,7.286191714702382,1,0,0,0,0,0,0,0,1,0,85
2014,13.190022025878143,1.7320508075688772,1.0,6.993932975223189,8.006367567650246,1.5,2.0794415416798357,6.993932975223189,0.0,1929,0,98117,7.358830898342354,1,0,0,0,0,0,0,0,1,0,85
2014,12.683858415217964,2.0,2.75,7.630461261783627,8.803724602110622,1.0,1.9459101490553132,7.154615356913663,27.92848008753788,1981,0,98058,7.61085279039525,1,0,0,0,0,0,0,1,0,0,33
2014,13.453104939316557,1.7320508075688772,2.5,7.7406644019172415,8.026170194946426,1.5,2.0794415416798357,7.31986492980897,28.106938645110393,1930,2002,98115,7.371489295214277,1,0,0,0,0,0,0,1,0,0,84
2014,13.217673557208654,2.0,1.0,7.414572881350589,10.458751025732687,1.0,1.6094379124341003,6.835184586147301,27.018512172212592,1933,0,98052,7.67786350067821,1,0,0,0,0,1,0,0,0,0,81
2014,13.369223455335854,2.0,2.0,7.7664168980196555,8.699514748210191,2.0,2.0794415416798357,7.7664168980196555,0.0,1904,0,98107,7.455876687491824,1,0,0,0,0,0,0,0,1,0,110
2015,12.388394202324129,2.0,1.0,7.106606137727303,8.996528148090857,1.0,1.9459101490553132,6.7912214627261855,18.16590212458495,1969,0,98001,7.162397497355718,1,0,0,0,0,0,1,0,0,0,46
2014,13.312983737012978,2.0,2.5,7.8709295967551425,8.929700114313448,2.0,2.0794415416798357,7.8709295967551425,0.0,1996,0,98056,7.8709295967551425,1,0,0,0,0,0,0,1,0,0,18
2014,13.345506928718539,2.0,2.5,7.851661177889265,8.616133139271142,2.0,2.1972245773362196,7.851661177889265,0.0,2000,0,98074,7.8119734296220225,1,0,0,0,0,0,0,1,0,0,14
2014,13.560618308335483,2.0,2.25,8.347590407030058,10.09352923234522,1.0,2.0794415416798357,7.8632667240095735,40.24922359499622,1984,0,98166,7.787382026484701,1,0,0,0,0,0,0,1,0,0,30
2014,13.666998948650464,2.23606797749979,2.75,8.187299270155147,8.637462023807181,2.0,2.1972245773362196,8.187299270155147,0.0,2014,0,98053,8.195609567288775,1,0,0,0,0,0,0,1,0,0,0
2014,13.437174117244362,1.7320508075688772,1.0,7.358830898342354,7.731930721948486,2.0,1.9459101490553132,7.358830898342354,0.0,1922,0,98119,7.365180126021013,1,0,0,0,0,0,0,1,0,0,92
2014,12.641096555879882,1.7320508075688772,1.0,7.154615356913663,9.175334762777368,1.0,1.791759469228055,6.824373670043086,18.973665961010276,1959,0,98058,7.200424892944957,1,0,0,0,0,0,0,0,1,0,55
2014,13.098070684835283,1.7320508075688772,2.5,8.058327306580958,9.51804563563343,2.0,2.0794415416798357,8.058327306580958,0.0,2003,0,98019,8.022896869601457,1,0,0,0,0,0,0,1,0,0,11
2015,12.257193425037888,1.7320508075688772,1.0,6.897704943128636,9.051110146405625,1.0,1.791759469228055,6.897704943128636,0.0,1966,0,98023,7.113142108707088,1,0,0,0,0,0,0,1,0,0,49
2014,13.573438996764546,2.0,2.5,7.736307096548285,9.504203303503045,2.0,2.1972245773362196,7.736307096548285,0.0,1981,0,98007,7.893572073504902,1,0,0,0,0,0,0,0,1,0,33
2015,13.017002861746503,1.7320508075688772,1.75,7.1308988302963465,8.693328989123106,1.0,1.9459101490553132,7.1308988302963465,0.0,1953,0,98115,6.877296071497429,1,0,0,0,0,0,0,0,1,0,62
2015,14.115615150414612,1.7320508075688772,2.5,7.920446505142607,11.08221946899627,1.0,2.1972245773362196,7.68017564043659,24.24871130596428,1953,0,98070,7.893572073504902,0,0,1,0,0,0,0,0,0,1,62
2014,12.337100907936577,1.7320508075688772,1.0,7.081708586105575,9.126850061477157,1.0,1.9459101490553132,7.081708586105575,0.0,1955,0,98148,7.081708586105575,1,0,0,0,0,0,0,1,0,0,59
2015,12.751299696013497,2.23606797749979,2.5,8.055157731819678,9.119758993744945,1.0,2.0794415416798357,7.402451520818244,38.8587184554509,1966,0,98056,7.595889917718538,1,0,0,0,0,0,0,0,1,0,49
2014,13.304684934198283,1.7320508075688772,1.75,7.251344983372214,8.313852267398207,1.0,1.9459101490553132,6.907755278982137,20.248456731316587,1950,0,98117,7.251344983372214,1,0,0,0,0,0,0,0,1,0,64
2015,13.279367126213993,1.4142135623730951,1.75,7.590852123688581,9.053686561930807,1.0,1.9459101490553132,6.897704943128636,31.464265445104548,1981,0,98117,7.299797366758161,1,0,0,0,0,0,0,1,0,0,34
2015,13.732128949025222,2.23606797749979,2.25,7.912056888179006,8.699514748210191,1.5,2.0794415416798357,7.6638772587034705,24.49489742783178,1927,0,98105,7.912056888179006,1,0,0,0,0,0,0,1,0,0,88
2014,13.693342923990066,2.0,2.5,7.948031990637284,8.517193191416238,2.0,2.1972245773362196,7.948031990637284,0.0,1995,0,98105,7.575584651557793,1,0,0,0,0,0,0,1,0,0,19
2014,12.58621994565405,2.0,2.5,7.718685495198466,8.410720946905721,2.0,1.9459101490553132,7.718685495198466,0.0,2008,0,98042,7.718685495198466,1,0,0,0,0,0,0,1,0,0,6
2015,12.614865543731012,1.7320508075688772,2.5,7.791522819150732,8.465899897028686,2.0,2.0794415416798357,7.791522819150732,0.0,2003,0,98042,7.897296472595885,1,0,0,0,0,0,0,1,0,0,12
2014,13.765269341527528,2.23606797749979,3.25,8.086410275323782,9.57094757444252,2.0,2.0794415416798357,8.086410275323782,0.0,1968,0,98008,7.992944547318106,0,0,0,0,1,0,0,0,1,0,46
2015,12.971540487669746,2.0,3.0,7.52294091807237,9.207937487359873,2.0,2.0794415416798357,7.52294091807237,0.0,1991,0,98059,7.727535110475448,1,0,0,0,0,0,0,1,0,0,24
2014,13.38472764187182,1.7320508075688772,2.25,7.673223121121708,9.963406042747371,1.0,2.0794415416798357,7.371489295214277,23.664319132398465,1959,0,98166,7.851661177889265,0,0,0,1,0,0,0,0,1,0,55
2014,12.57418196709457,1.7320508075688772,1.75,7.138866999945524,9.035986984831405,1.0,1.9459101490553132,7.138866999945524,0.0,1954,0,98148,7.162397497355718,1,0,0,0,0,0,0,1,0,0,60
2014,13.132313708257497,1.7320508075688772,1.75,7.831617276352611,9.069928218259438,2.0,2.0794415416798357,7.831617276352611,0.0,1973,0,98166,7.824046010856292,1,0,0,0,0,0,0,0,0,1,41
2014,13.215853720491667,1.7320508075688772,1.75,7.3395376954076745,6.950814768442584,3.0,2.0794415416798357,7.3395376954076745,0.0,2014,0,98115,7.365180126021013,1,0,0,0,0,0,0,1,0,0,0
2014,12.959844447906553,1.7320508075688772,2.25,7.414572881350589,8.699514748210191,1.0,1.9459101490553132,7.01211529430638,23.45207879911715,1979,0,98122,7.272398392570047,1,0,0,0,0,0,0,1,0,0,35
2014,12.668626720622465,1.7320508075688772,2.75,7.926602599181384,8.245121966478605,1.5,1.9459101490553132,7.478734825567875,31.622776601683793,1925,0,98144,7.272398392570047,1,0,0,0,0,0,0,0,0,1,89
2014,13.790192749979985,2.0,2.5,7.908387159290043,9.310095205113175,2.0,2.302585092994046,7.908387159290043,0.0,1989,0,98004,7.919356190660617,1,0,0,0,0,0,0,1,0,0,25
2014,12.567237494741757,2.0,2.5,7.7142311448490855,8.444192298531748,2.0,1.9459101490553132,7.7142311448490855,0.0,2005,0,98001,7.7057128238944275,1,0,0,0,0,0,0,1,0,0,9
2014,12.225875272826354,1.7320508075688772,1.0,6.907755278982137,9.398478314091577,1.0,1.9459101490553132,6.907755278982137,0.0,1968,0,98042,6.917705609835305,1,0,0,0,0,0,0,0,1,0,46
2014,14.09692301740246,2.23606797749979,2.25,8.070906088787819,9.911356510914823,1.0,2.0794415416798357,7.3777589082278725,40.0,1965,0,98004,8.128585200374497,1,0,0,0,0,0,0,1,0,0,49
2014,13.854731271117556,2.23606797749979,3.25,8.470101583882387,10.821656519422055,1.0,2.3978952727983707,8.029432840581244,41.23105625617661,1973,0,98005,8.169053149927343,1,0,0,0,0,0,0,0,1,0,41
2015,12.691580461311874,1.7320508075688772,2.0,7.138866999945524,8.632662441222351,1.0,1.9459101490553132,7.138866999945524,0.0,1972,0,98034,7.402451520818244,1,0,0,0,0,0,0,0,1,0,43
2014,13.255144488638146,2.0,2.0,7.919356190660617,8.962776046120291,1.5,1.9459101490553132,7.718685495198466,22.360679774997898,1916,0,98125,7.31986492980897,1,0,0,0,0,0,0,0,0,1,98
2014,12.793859310432293,2.0,2.5,7.77485576666552,8.517193191416238,2.0,2.0794415416798357,7.77485576666552,0.0,2005,0,98038,7.791522819150732,1,0,0,0,0,0,0,1,0,0,9
2015,12.762827201184564,1.7320508075688772,1.75,7.489970898834801,10.830302707866496,1.0,1.9459101490553132,6.993932975223189,26.457513110645905,1965,0,98042,7.570443252057374,1,0,0,0,0,0,0,0,0,1,50
2014,13.632188500836737,2.0,4.0,8.140315540159985,10.466013387887635,2.0,2.302585092994046,7.779048644925556,32.2490309931942,1986,0,98075,8.083328608786376,1,0,0,0,0,0,0,0,1,0,28
2014,12.84792653170257,2.0,1.75,7.473069088032197,8.895629627136483,1.0,1.9459101490553132,6.779921907472252,29.664793948382652,1956,0,98008,7.426549072397305,1,0,0,0,0,0,0,1,0,0,58
2015,13.081541382884074,1.7320508075688772,1.0,6.946975992135418,8.52912176228151,1.0,1.9459101490553132,6.946975992135418,0.0,1941,0,98116,6.7912214627261855,1,0,0,0,0,0,0,1,0,0,74
2014,12.92391243868049,1.7320508075688772,1.0,7.251344983372214,8.52912176228151,1.0,1.9459101490553132,6.813444599510896,22.360679774997898,1956,0,98133,7.029972911706386,1,0,0,0,0,0,0,0,1,0,58
2015,13.487006490992238,2.0,2.5,8.146129510025405,10.588678163379617,2.0,2.302585092994046,8.146129510025405,0.0,2002,0,98010,8.116715624819111,1,0,0,0,0,0,0,1,0,0,13
2014,12.873902018105829,1.7320508075688772,2.5,7.762170607138205,8.536995818712418,2.0,2.0794415416798357,7.762170607138205,0.0,2003,0,98038,7.762170607138205,1,0,0,0,0,0,0,1,0,0,11
2014,12.793859310432293,2.0,2.5,7.549609165154532,8.68084148294457,2.0,1.9459101490553132,7.549609165154532,0.0,1992,0,98038,7.533693709848633,1,0,0,0,0,0,0,1,0,0,22
2014,12.779873068457553,1.4142135623730951,1.0,7.61085279039525,8.812843433517195,1.0,1.9459101490553132,6.917705609835305,31.78049716414141,1948,0,98118,7.450079569807499,1,0,0,0,0,0,0,1,0,0,66
2015,12.782686009834167,1.7320508075688772,1.5,7.426549072397305,9.072456664612796,1.0,2.0794415416798357,7.426549072397305,0.0,1964,0,98059,7.52294091807237,1,0,0,0,0,0,0,1,0,0,51
2014,12.66032791780777,1.7320508075688772,1.0,6.866933284461882,8.799963219506997,1.0,1.791759469228055,6.866933284461882,0.0,1952,0,98125,7.358830898342354,1,0,0,0,0,0,0,1,0,0,62
2014,13.753635154246187,1.7320508075688772,1.5,7.668561108015897,8.1886891244442,2.0,2.1972245773362196,7.549609165154532,15.491933384829668,1925,0,98119,7.61085279039525,1,0,0,0,0,0,0,1,0,0,89
2014,12.628067055589549,2.23606797749979,2.25,7.886081401775745,9.035986984831405,1.5,1.9459101490553132,7.886081401775745,0.0,1961,0,98092,7.371489295214277,1,0,0,0,0,0,0,0,0,1,53
2014,13.041153321978786,1.7320508075688772,3.25,7.926602599181384,8.744806737401898,2.0,2.1972245773362196,7.590852123688581,28.106938645110393,2006,0,98056,7.549609165154532,1,0,0,0,0,0,0,1,0,0,8
2014,12.2783933071098,1.4142135623730951,2.25,7.383989457978509,7.620705086838262,2.0,1.9459101490553132,7.383989457978509,0.0,1979,0,98056,7.575584651557793,1,0,0,0,0,0,0,0,1,0,35
2014,12.721885810807203,1.4142135623730951,1.75,6.937314081223682,6.97166860472579,2.0,1.9459101490553132,6.639875833826536,16.278820596099706,2006,0,98136,6.937314081223682,1,0,0,0,0,0,0,1,0,0,8
2014,12.402872221504781,2.0,2.5,7.590852123688581,8.909640602443098,2.0,1.9459101490553132,7.590852123688581,0.0,1988,0,98023,7.590852123688581,1,0,0,0,0,0,0,1,0,0,26
2015,13.910711640908662,2.23606797749979,2.75,8.166216268592143,8.756682421266532,2.0,2.302585092994046,8.166216268592143,0.0,2001,0,98199,7.832014180505469,1,0,0,0,0,0,0,0,1,0,14
2015,11.938193200374572,1.7320508075688772,1.0,7.090076835776092,9.259130536145614,1.0,1.9459101490553132,7.090076835776092,0.0,1962,0,98023,7.2078598714324755,1,0,0,0,0,0,0,1,0,0,53
2014,12.971540487669746,1.7320508075688772,1.5,7.365180126021013,8.517193191416238,1.0,2.0794415416798357,7.162397497355718,17.029386365926403,1939,0,98117,7.358830898342354,1,0,0,0,0,0,0,1,0,0,75
2014,13.458835614025542,1.7320508075688772,1.5,7.365180126021013,8.517193191416238,1.0,2.0794415416798357,7.162397497355718,17.029386365926403,1939,0,98117,7.358830898342354,1,0,0,0,0,0,0,1,0,0,75
2014,13.715690222682063,2.0,2.5,8.101677747454572,9.235032984566555,1.0,1.9459101490553132,7.779048644925556,30.166206257996713,1946,1991,98040,7.575584651557793,1,0,0,0,0,0,0,1,0,0,68
2015,12.419165860990882,1.7320508075688772,1.75,7.580699752224563,9.660205067381032,1.0,1.9459101490553132,7.580699752224563,0.0,1967,0,98032,7.4673710669175595,1,0,0,0,0,0,0,1,0,0,48
2014,12.201060103706629,2.0,1.5,7.05617528410041,8.764053269347762,1.0,1.9459101490553132,7.05617528410041,0.0,1975,0,98023,7.05617528410041,1,0,0,0,0,0,0,0,1,0,39
2014,12.65714826489039,1.7320508075688772,1.75,7.501082124259871,10.640651618512848,1.0,1.9459101490553132,7.098375638590786,24.49489742783178,1980,0,98038,7.408530566894626,1,0,0,0,0,0,0,0,0,1,34
2014,12.988831984779805,1.7320508075688772,2.5,7.749322464660356,10.51452948317723,2.0,2.1972245773362196,7.749322464660356,0.0,1992,0,98045,7.843848638152472,0,0,1,0,0,0,0,1,0,0,22
2014,13.653967622617456,1.7320508075688772,2.5,7.635303886259415,9.491073355339758,1.5,2.1972245773362196,7.146772179452637,28.284271247461902,1910,0,98102,7.696212639346407,1,0,0,0,0,0,0,0,0,1,104
2014,13.226723392728571,1.7320508075688772,2.0,7.590852123688581,8.154212694914229,1.5,1.9459101490553132,7.272398392570047,23.2379000772445,1929,0,98117,7.383989457978509,1,0,0,0,0,0,0,0,1,0,85
2014,13.458764182902971,1.7320508075688772,2.25,7.691656822810547,11.586110868831522,2.0,2.0794415416798357,7.691656822810547,0.0,1983,0,98077,7.851661177889265,1,0,0,0,0,0,0,0,1,0,31
2014,13.899851706398024,1.7320508075688772,2.5,7.979338895262328,9.001222992395064,2.0,2.0794415416798357,7.979338895262328,0.0,1950,2010,98004,7.7706452341291765,1,0,0,0,0,0,0,1,0,0,64
2014,12.577636201962656,1.7320508075688772,1.0,7.098375638590786,10.431730608339187,1.0,1.9459101490553132,7.098375638590786,0.0,1954,0,98058,7.402451520818244,1,0,0,0,0,0,0,1,0,0,60
2015,12.834681304952548,1.7320508075688772,2.5,7.757906208351747,9.210840247017833,1.0,2.0794415416798357,7.286191714702382,29.664793948382652,1978,0,98058,7.718685495198466,1,0,0,0,0,0,0,0,1,0,37
2014,13.038981768465277,1.7320508075688772,1.0,7.4205789054108005,8.29529885950246,1.5,1.9459101490553132,7.064759027791802,22.360679774997898,1939,0,98117,7.122866658599083,1,0,0,0,0,0,0,0,1,0,75
2014,12.146853285870202,1.4142135623730951,1.75,7.122866658599083,7.821242083523558,1.0,2.0794415416798357,7.122866658599083,0.0,1985,0,98198,7.146772179452637,1,0,0,0,0,0,0,0,1,0,29
2015,13.42984807715229,2.0,2.5,8.0519780789023,10.241280345410422,2.0,2.302585092994046,8.0519780789023,0.0,1991,0,98077,8.003028666384733,1,0,0,0,0,0,0,0,1,0,24
2014,13.060487973686241,2.23606797749979,1.75,7.615791072035833,9.420763358881013,2.0,1.9459101490553132,7.615791072035833,0.0,1942,0,98052,7.824046010856292,1,0,0,0,0,0,0,0,1,0,72
2014,13.30092788532057,2.0,2.5,7.745002803515839,9.172015257654515,2.0,2.0794415416798357,7.745002803515839,0.0,1984,0,98027,7.570443252057374,1,0,0,0,0,0,0,1,0,0,30
2015,13.253391639810733,1.7320508075688772,1.75,7.138866999945524,8.1101268019411,1.0,1.791759469228055,6.551080335043404,23.664319132398465,1905,0,98103,7.22983877815125,1,0,0,0,0,0,0,0,0,1,110
2014,12.515393893085436,1.7320508075688772,1.75,7.3395376954076745,9.441452092939569,1.0,1.9459101490553132,7.05617528410041,19.493588689617926,1980,0,98038,7.3395376954076745,1,0,0,0,0,0,0,0,1,0,34
2014,12.706696406811568,1.7320508075688772,1.75,7.640123172695364,8.69433468816865,1.0,1.9459101490553132,6.984716320118266,31.622776601683793,1971,0,98108,7.644919344958857,0,0,1,0,0,0,0,1,0,0,43
2014,13.081541382884074,2.0,2.5,8.080237416216702,9.690974793577944,2.0,2.1972245773362196,7.832014180505469,26.645825188948457,2001,0,98001,7.878534196140362,0,0,0,1,0,0,0,1,0,0,13
2014,13.51508091268999,1.7320508075688772,3.5,8.384804003370492,8.756210091886738,2.0,2.0794415416798357,7.930206206684683,40.0,1900,1999,98117,7.512071245835466,1,0,0,0,0,0,0,1,0,0,114
2014,13.158695306651719,1.7320508075688772,3.5,7.371489295214277,7.004881989712859,3.0,2.0794415416798357,7.371489295214277,0.0,2010,0,98103,7.3901814282264295,1,0,0,0,0,0,0,1,0,0,4
2014,12.232836282799388,1.4142135623730951,1.0,6.779921907472252,8.821732380934442,1.0,1.791759469228055,6.779921907472252,0.0,1945,0,98178,7.081708586105575,1,0,0,0,0,0,0,0,1,0,69
2015,12.054086288532291,2.0,2.0,7.358830898342354,9.169518377455928,1.0,1.791759469228055,7.358830898342354,0.0,1950,0,98168,7.539027055823995,1,0,0,0,0,0,0,1,0,0,65
2015,13.190022025878143,2.0,1.0,7.383989457978509,8.000349495324684,1.5,1.9459101490553132,7.383989457978509,0.0,1925,0,98144,7.383989457978509,1,0,0,0,0,0,0,0,1,0,90
2015,13.399995114002609,1.7320508075688772,2.5,7.783224016336037,8.775549434486189,1.0,2.0794415416798357,7.352441100243583,28.982753492378876,1964,0,98177,7.757906208351747,0,0,1,0,0,0,0,1,0,0,51
2014,12.877740794412995,1.7320508075688772,2.0,7.27931883541462,9.119540007649686,1.0,1.9459101490553132,7.27931883541462,0.0,1987,0,98034,7.365180126021013,1,0,0,0,0,0,0,1,0,0,27
2015,12.886641043883259,1.4142135623730951,1.0,6.646390514847729,8.699514748210191,1.0,1.791759469228055,6.646390514847729,0.0,1953,0,98117,7.444248649496705,1,0,0,0,0,0,0,1,0,0,62
2014,13.005829561148378,2.0,1.75,7.649692623711514,8.389359819906353,1.5,1.9459101490553132,7.450079569807499,19.493588689617926,1924,0,98118,7.52294091807237,1,0,0,0,0,0,0,0,0,1,90
2014,13.554145793829866,1.7320508075688772,2.25,7.975908360165538,9.230535079261703,2.0,2.1972245773362196,7.975908360165538,0.0,1990,0,98052,7.90100705199242,1,0,0,0,0,0,0,1,0,0,24
2015,14.187074114396758,2.0,2.75,7.919356190660617,9.78633556772527,1.5,2.0794415416798357,7.590852123688581,27.748873851023216,1914,1992,98004,8.026170194946426,1,0,0,0,0,0,0,1,0,0,101
2014,13.005829561148378,1.7320508075688772,2.25,7.649692623711514,9.012011377036412,1.0,2.0794415416798357,7.3901814282264295,21.908902300206645,1967,0,98178,7.886081401775745,0,0,1,0,0,0,0,1,0,0,47
2014,12.468436909997665,2.0,2.25,7.67786350067821,9.08375621986673,1.0,2.0794415416798357,7.215239978730097,28.284271247461902,1978,0,98023,7.644919344958857,1,0,0,0,0,0,0,1,0,0,36
2014,13.620103761621664,2.23606797749979,3.5,7.749322464660356,8.509161019718974,2.0,1.9459101490553132,7.450079569807499,24.49489742783178,1926,0,98103,7.438383530044307,1,0,0,0,0,0,0,0,0,1,88
2015,12.971540487669746,2.0,2.5,7.635303886259415,8.368693183097793,2.0,1.9459101490553132,7.635303886259415,0.0,2004,0,98065,7.585788821732034,1,0,0,0,0,0,0,1,0,0,11
2015,12.26434155365415,1.7320508075688772,1.75,6.966024187106113,8.971448463693834,1.0,1.9459101490553132,6.966024187106113,0.0,1986,0,98092,7.258412150595307,1,0,0,0,0,0,0,0,1,0,29
2015,13.400752402944518,2.0,2.25,7.605890001053122,9.169830828637973,1.0,2.0794415416798357,7.272398392570047,23.874672772626646,1986,0,98027,7.630461261783627,1,0,0,0,0,0,0,1,0,0,29
2014,13.572164299332545,1.7320508075688772,3.5,8.281470857895167,11.617987936217231,1.5,2.1972245773362196,7.807916628926408,38.600518131237564,1989,0,98052,7.8160138391590275,1,0,0,0,0,0,0,1,0,0,25
